pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
198,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2660,"The $74 million Nobo Jatra (New Beginning) USAID-funded project includes PIM findings to improve child nutrition in poor coastal areas of Bangladesh",688,"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes",,"The results of the Transfer Modality Research Initiative informed the design of the conditional cash transfer of the Nobo Jatra (New Beginning) project, a 2016-2020 $74 million project funded by USAID and implemented by World Vision International in Southern Bangladesh.","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2660&cycle=Reporting&year=2018","0 - Not Targeted","2660_57"
199,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2661,"Improved targeting for the largest safety net program for ultra-poor women in rural Bangladesh, reaching 750,000 women and their 3.5 million family members",688,"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes",,"PIM’s assessment of the largest safety net for ultra-poor women in rural Bangladesh, the Vulnerable Group Development (VGD) program, identified key deficiencies in the program's targeting criteria and recommended new criteria grounded more firmly on available poverty data. These criteria were adopted by the VGD program and by the new World Bank-supported Income Support Program for the Poorest.","1 - Significant","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2661&cycle=Reporting&year=2018","0 - Not Targeted","2661_57"
200,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2662,"Strengthening the targeting performance of a child nutrition-oriented safety net in Bangladesh: the Improved Maternity and Lactating Mother Allowance",688,"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes",,"Upon request of the Ministry of Women and Children Affairs of Bangladesh, IFPRI/PIM proposed eligibility criteria to strengthen the targeting performance of the Improved Maternity and Lactating Mother Allowance program in Bangladesh. The government accepted IFPRI's recommendations, which are anticipated to benefit approximately 700,000 poor rural and 250,000 poor urban women in 2018-2019.","1 - Significant","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2662&cycle=Reporting&year=2018","0 - Not Targeted","2662_57"
201,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2673,"PIM findings used to develop the United States Government's strategy in Ethiopia",570,"2.4.1 Support to Ethiopia Policies",,"USAID used PIM research on growth and transformation, value chains and youth employment to frame challenges and opportunities in the Global Food Security Strategy Ethiopia Country Plan for 2018-2023, which serves as an overarching framework for integrated food security and nutrition programming.","1 - Significant","1 - Significant","0 - Not Targeted","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2673&cycle=Reporting&year=2018","0 - Not Targeted","2673_57"
202,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2674,"The United States Government uses PIM research on poverty, nutrition, demographics, and safety nets to design the Global Food Security Strategy Bangladesh Country Plan",690,"2.4.5 Support to Bangladesh Policies ",,"USAID extensively consulted findings on poverty, nutrition, demographics, and safety nets from the IFPRI/PIM Bangladesh Policy Research and Strategy Support Program in the formulation of the United States Government Global Food Security Strategy Bangladesh Country Plan. Both the choice of the target location within the country and some thematic components of the Plan were informed by PIM research.","1 - Significant","1 - Significant","0 - Not Targeted","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2674&cycle=Reporting&year=2018","1 - Significant","2674_57"
203,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2675,"PIM tools help USAID target countries for investments in food security",667,"2.1.4 Rural-Urban Linkages and Agri-Food System Employment",,"The USAID Global Food Security Strategy (GFSS) graduation framework is used to monitor countries' progress towards an end state where they can transition out of GFSS target country status. IFPRI's contributions to this framework, and thus to the selection of target countries for USAID's investments in food security, include: 1) assistance in selecting the indicators used to monitor country progress, 2) a tool aggregating indicator data into three composite dimensions, and 3) a scorecard approach to visually represent country progress. ","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2675&cycle=Reporting&year=2018","0 - Not Targeted","2675_57"
204,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2676,"PIM's modeling expertise used to support the design of the agricultural investment strategies of Malawi and Rwanda",667,"2.1.4 Rural-Urban Linkages and Agri-Food System Employment",,"PIM research using computable general equilibrium modeling has informed the development of the National Agricultural Investment Plans of Malawi and Rwanda. These strategic documents provide a country-wide framework to coordinate and prioritize investments by government agencies, development partners and other actors in the agricultural sector.
","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2676&cycle=Reporting&year=2018","0 - Not Targeted","2676_57"
205,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2677,"Informing the Government of Flanders' investment in agricultural advisory services to Malawian farmers",670,"2.2.2 Identifying Effective and Responsive Rural Service Delivery Systems",,"The Government of Flanders used PIM research on advisory services to farmers in Malawi for putting together their country strategy document for Malawi. Agricultural advisory services is one of four priority areas highlighted in this document and will benefit from an investment of 6 million euros from the Government of Flanders in 2019-2023. ","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2677&cycle=Reporting&year=2018","1 - Significant","2677_57"
206,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2678,"Improving returns to public investments in China’s agricultural sector",669,"2.2.1 Prioritization of Public Investments",,"Recommendations to improve the effectiveness of China’s public expenditures in the agricultural sector were prepared by IFPRI’s China Strategy Support Program team using the Statistics on Public Expenditures for Economic Development database, and shared with the Government of China and the Asian Development Bank. In line with these recommendations, changes have taken place in the country’s public expenditure policies, some of which are reflected in China’s new Rural Revitalization Strategy. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2678&cycle=Reporting&year=2018","0 - Not Targeted","2678_57"
207,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2679,"PIM findings influence the Punjab Agricultural Policy and the Pakistan National Food Security Policy",581,"2.4.6 Asian Regional Policy Engagement",,"IFPRI/PIM contributed to two key policies adopted in 2018 in Pakistan: the Punjab Agricultural Policy, which lays out the province's framework for reform in agriculture, and the National Food Security Policy, which aims to eradicate hunger and malnutrition at the national level.","1 - Significant","1 - Significant","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2679&cycle=Reporting&year=2018","1 - Significant","2679_57"
208,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2680,"Including women's empowerment as a key component of the United States’ global initiative to combat hunger – Role of the Women's Empowerment in Agriculture Index",675,"6.1.1 Women's Empowerment in Agriculture: Access to and Control over Resources",,"Findings using the Women's Empowerment in Agriculture Index helped the United States Government target key areas of women’s disempowerment in the design of Feed the Future country programs, and informed the United States Global Food Security Strategy Country Plans for Bangladesh, Ethiopia, Honduras, Kenya, and Nigeria.","2 - Principal","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2680&cycle=Reporting&year=2018","0 - Not Targeted","2680_57"
209,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2684,"Enhanced capacity of the government of Malawi to evaluate the safety of genetically-engineered crops ",661,"1.2.4 Comparative Science, Technology, and Innovation Systems in Developing-Country Agriculture",,"A team implementing IFPRI’s Program for Biosafety Systems (funded by USAID with support from PIM) contributed to developing the capacity of a network of regulatory experts to evaluate the safety of biotechnology products in Malawi and communicate their decisions clearly to stakeholders and the public. ","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2684&cycle=Reporting&year=2018","0 - Not Targeted","2684_57"
210,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2687,"PIM research spurs collaboration and investments to reduce violence against women",675,"6.1.1 Women's Empowerment in Agriculture: Access to and Control over Resources",,"PIM research about the link between cash transfer programs and reduced intimate partner violence had led to the formation of the ""Cash Transfer and Intimate Partner Violence Research Collaborative."" Comprised of researchers from various academic and development organizations (IFPRI, United Nations, three universities), the collaborative is tasked with moving forward a research agenda and informing decision makers about findings related to the potential of cash transfer programs for reducing violence against women.","2 - Principal","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2687&cycle=Reporting&year=2018","0 - Not Targeted","2687_57"
211,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2709,"Participation of National Agrarian University La Molina (Peru) in research on indigenous tenure security leads to changes in forestry curriculum",662,"5.2.1 Governing Shared Landscapes",,"PIM partnered with the Forestry Department of the National Agrarian University La Molina in Peru to study land and forest tenure security of indigenous communities using multi-method participatory research. The outcomes of this process include increased knowledge and research capacity of university staff on tenure, gender, and indigenous issues, and changes to the Forest Engineer curriculum to include more social science.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2709&cycle=Reporting&year=2018","0 - Not Targeted","2709_57"
212,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2710,"Implementation of satellite-based rice monitoring system in Philippines and the states of Andhra Pradesh and Tamil Nadu of India",1584,"IRRI Contribution to RICE Flagship Project 1","Adoption is best documented in the Philippines","Use of crop monitoring systems based on a combination of satellite remote sensing, geographic information systems, crop growth simulation modeling, and on-the-ground information to provide governments up-to-date information on 'the state of the rice crop' (acreage, yield and production forecast, storm damage) . The use of such systems to support crop insurance programs is being tested in the states of Andhra Pradesh and Tamil Nadu, India.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2710&cycle=Reporting&year=2018","1 - Significant","2710_189"
213,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2714,"Revolving credit fund for farmers of dairy cooperative KPSBU to make investments for improved manure management ",249,"WUR Sustainable intensification of dairy production in Indonesia","-",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2714&cycle=Reporting&year=2018",,"2714_56"
