pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
467,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"7989_62",7989,"Improve consumer acceptability of high flour extraction rate and whole grain flour",2018,"3.8 Farmer organizations increased access and promotion of adoption of improved varieties to farmers",2022
468,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8037_62",8037,"greater farmer adoption of released varieties (based on CGIAR research) in specific WHEAT target countries, compared to 1994-2014 average",2018,"3.12 Non-and-subsistence farmers adopted improved varieties",2022
469,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8133_62",8133,"Multi-criteria assessments taking into account environmental and social acceptability aspects, based on standardized protocols for multi-criteria assessments of advanced crop management packages (not individual technologies)",2018,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices.",2022
470,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8145_62",8145,"increased adoption of combinations of SI strategies, technologies in specific target geographies compared to 2016",2018,"4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices.",2022
471,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8217_62",8217,"optimisation of cropping systems support adaptation to climate change validated in specific WHEAT target geographies",2018,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with crosscutting sub-IDO).",2022
472,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8349_63",8349,"Adoption and impact studies on technologies rolling plan based on progress of technologies along the theory of change",2018,"1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies",2022
473,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8469_63",8469,"Rapid value chain assessments with proper gender lens conducted in selected countries to identify opportunities and bottlenecks in MAIZE",2018,"1.9 Last mile provider (extension partners, farmer organization, community-based organizations, private sector) increased access and promotion of technologies to farmers",2022
474,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8589_63",8589,"Tools and protocols adopted for enhanced efficiency and lower cost of maize doubled haploid (DH) line development in tropical germplasm and environments",2018,"2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products",2022
475,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8601_63",8601,"Novel alleles, haplotypes and landrace donors identified for at least three priority traits (MLN, TSC and drought) and moved into pre-breeding and/or breeding pipeline",2018,"2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products",2022
476,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8613_63",8613,"At least 15 early generation pre-bred lines available for TSC and drought, incorporating useful genetic diversity from selected landraces into elite or semi-elite backgrounds",2018,"2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products",2022
477,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8781_63",8781,"Established tools and methods that enable more efficient management and utilization of data and knowledge implemented and used by all MAIZE breeders",2018,"2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools",2022
478,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8889_63",8889,"Multiple stress tolerant MAIZE hybrids (with MLN resistance) replace at least 5 dominant but 15+ year old maize varieties in MLN-endemic countries in eastern Africa; At least 20% yield advantage under heat stress in Stage 4 hybrids cohort relative to popular commercial hybrids grown in the spring season in South Asia.",2018,"3.1 Improved exchange and utilization of germplasm and data by MAIZE partner breeding teams",2022
479,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"8937_63",8937,"A dedicated MAIZE pathogen/pest/parasitic weed web portal and data management system (toolbox) with core databases, established under MAIZE Atlas; Reliable and cost-effective diagnostic protocols for curbing the spread of pathogens (e.g., MCMV) through seed implemented by NPPOs and commercial seed companies in ESA.",2018,"3.2 Effective pest/disease surveillance, monitoring and diagnostics protocols/procedures for controlling the spread and impact of existing/emerging threats",2022
480,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"9033_63",9033,"Precision phenotyping sites, including well-equipped benchmark phenotyping sites and complementary satellite phenotyping sites, established in SSA and South Asia in partnership with public and private sector partners.",2018,"3.3 Partner breeding teams access and adopt improved breeding processes, including new technologies, methodologies, approaches and genetic resources",2022
481,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"9069_63",9069,"Seed production studies across a range of target seed production environments in collaboration with public/private sector partners; Research into the economics of seed production of single-cross and three-way cross hybrids in SSA. ",2018,"3.4 Increased deployment of improved MAIZE varieties by seed companies in target agro-ecologies",2022
482,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"916_56",916,"Multi-stakeholder platforms established including representatives from different groups and actors of the value chain and participatory modeling workshops held with decision makers to create investment portfolios",2018,"15 sub-national public/private initiatives providing access to novel financial services and supporting innovative CSA business models",2022
483,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"9189_63",9189,"Donor germplasm with kernel carotenoid stability and processing properties identified and shared with partners in target countries",2018,"3.9 Increased availability of nutritious maize with desirable end use quality traits to farmers, food and feed producers, and processors",2022
484,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"9201_63",9201,"Sustainable early-generation seed (breeder, pre-basic, and foundation seed) supply systems promoted, especially in SSA; Deployment of a new seed system management software in regional hubs, linked to institutional phenotypic and genotypic databases, to streamline inventory management, routine QC/QA operations, phytosanitary regulation compliance, and shipment tracking.",2018,"3.9 Increased availability of nutritious maize with desirable end use quality traits to farmers, food and feed producers, and processors",2022
