pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
704,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3511,"A Game Changer for Smallholder Farmers: Poverty Reduction through Chickpea Adoption in Ethiopia",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The team found that farmers' comparative advantage does not play a significant role in their adoption decisions and hypothesize that this is due to the overall high economic returns to adoption, despite the limited yield impacts of the technology. The results suggest economic measures of returns may be more relevant than increases in yields in explaining technology adoption decisions and the process that led to the impacts. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted",,"0 - Not Targeted","3511_279"
608,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3402,"Better understanding the effects of various household typologies, agro-ecologies and farming systems on Banana Xanthomonas Wilt (BXW) control measures uptake",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3402_262"
609,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3403,"Economic and social impacts of GCT banana varieties",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3403_262"
610,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3404,"What is the cost of integration? Evidence from an integrated health and agriculture project to improve nutrition outcomes in Western Kenya ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3404_262"
611,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3405,"Understanding of pathways and determinants of adoption of improved cassava varieties in Uganda and Tanzania",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3405_262"
703,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3505,"Learning adaptation to climate change from past climate extremes:: Evidence from recent climate extremes in Haryana, India",,,,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=3505&cycle=Reporting&year=2019",,"3505_107"
612,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3406,"Does nutrition education influence retention of Vitamin A bio-fortified orange-fleshed sweet potato in farms? Evidence from Kenya",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3406_262"
613,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3407,"Effects of the use of good agricultural practices (GAPs) on Market Participation by Irish Potato Farmers in Kenya",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3407_262"
614,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3408,"A rapid assessment of farmer Business Schools from a gender perspective in Meghalaya, India",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3408_262"
615,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3409,"The effect of nutrition knowledge on consumption of orange-fleshed sweet potato bread in Nairobi, Kenya",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3409_262"
616,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3410,"Building gender equitable sweetpotato value chains: Recommendations for programming",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3410_262"
617,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3411,"Opportunities and constraints for women: Recommendations for building gender responsive potato value chains in Assam, India.",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3411_262"
702,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3501,"Ex ante; Do open-pollinated maize varieties perform better than hybrids in agroforestry systems?",1772,"IRC/UNDP-PROGRESS/	
Programme for Growth and Resilience (PROGRESS)","The presence of trees reduced the harvest index more in OPVs than in hybrids; same for grain yield and biomass",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3501&cycle=Reporting&year=2019",,"3501_108"
618,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3412,"Connecting smallholder root and tuber growers to markets through farmer business schools in Philippines and India",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3412_262"
619,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3413,"Human and technical dimensions of potato integrated pest management using farmer field schools: International Potato Center and partners’ experience with potato late blight management. ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3413_262"
620,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3414,"Analysis of results and lessons learned from the partnership with IFAD investment programs for taking innovations at scale: The case of the IFAD – Andes project in Ecuador, Peru and Bolivia.",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3414_262"
621,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3415,"Effectiveness of learning and experimentation approaches for farmers as a community-based strategy for banana Xanthomonas wilt management",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3415_262"
622,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3416,"Tracking indirect beneficiaries of complex development interventions in agriculture",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3416_262"
623,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3417,"In-depth study on household production, nutrition and consumption in Beira, Mozambique.",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3417_262"
624,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3418,"Improving scalable banana agronomy for small scale farmers in highland banana cropping systems in East Africa: monitoring, learning and evaluation insights",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3418_262"
701,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3500,"Designing interventions in local value chains for improved health and nutrition: Insights from Malawi.",984,"Coordination and strengthening Market/Value Chain portfolio in MAIZE AFS","Maize accounts for 342 g per capita of daily food intake, or 62 per cent of daily food consumption compared to 47 per cent for all households.  ",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3500&cycle=Reporting&year=2019",,"3500_108"
625,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3419,"Scaling up sweetpotato through agriculture and nutrition (SUSTAIN): M&E system review",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3419_262"
626,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3420,"Effects of commercialization of sweetpotato on gender relations and wellbeing among smallholder farmers",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3420_262"
627,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3421,"Farmer business schools in Bohol, the Philippines: A gender assessment.",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3421_262"
628,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3422,"Andean Potato Diversity Helps Agricultural Development in Uganda: Victoria and the Contribution of the CIP Genebank",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3422_262"
629,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3423,"Analysis of advantages and disadvantages of rice fallow vs rice legumes",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3423_282"
630,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3424,"DryDev five-country impact assessment",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3424_282"
631,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3425,"Adoption and impacts of improved soybean varieties and agronomic practices in Malawi",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3425_282"
700,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3499," Ex post impact evaluation of improved maize varieties in Cameroon",2049,"SEARCH FOR ATOXIGENIC ASPERGILLUS FLAVUS STRAINS IN CAMEROON","The kernel‐based matching and nearest‐neighbor matching showed that the adoption of improved maize varieties by 530 and 578 kg/ha respectively.",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3499&cycle=Reporting&year=2019",,"3499_108"
632,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3426,"Adoption and impacts of improved cowpea varieties in Nigeria",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3426_282"
633,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3427,"Adoption and impacts of groundnuts in Tanzania and Nigeria",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3427_282"
634,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3428,"Impact Assessment of N2Africa project",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3428_282"
635,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3429,"Adoption and impacts of chickpea in Ethiopia",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3429_282"
636,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3430,"What do we really know about the impacts of improved grain legumes and dryland cereals: A critical review of 18 impact studies",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3430_282"
637,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3431,"Assess the potential nutrition security impacts of GLDC technologies in the drylands of SSA and South Asia",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3431_282"
638,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3432,"Capacity development and Joint learning exercises",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3432_282"
699,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3498,"Ex ante evaluation of conservation agriculture (CA)-based systems in Zambia",1645,"Enhancing Sustainable Agriculture in Namibia (SUSTAIN) Follow-on project","average changes in yield from using CA-based systems at the district scale ranged from −37% to 70% (average 33%), with a similar range of changes in benefit-cost ratios, ",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3498&cycle=Reporting&year=2019",,"3498_108"
639,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3433,"Integrated and multi-faceted impact assessment and learning strategy for GLDC",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3433_282"
640,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3434,"Sustainability assessment of smallholder´s farming system: Assessment of the impacts of sustainable intensification options",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3434_282"
641,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3435,"Tropical Legumes III Project",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3435_282"
642,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3436,"Review of scaling approaches applied in GLDC scaling projects: Tropical Legumes III, Harnessing Opportunities for Productivity Enhancement 2, Feed the Future initiatives and DryDev",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3436_282"
643,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3437,"Identify a common set of performance indicators that all projects can report on at the CRP level beyond the CGIAR ones",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3437_282"
644,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3438,"Pan Africa Bean Research Alliance ",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3438_282"
645,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3439,"Ensure real-time data visualization based on conceptualized indicator framework: CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,,,,,,,"3439_282"
