pk_id_milestone,version,date_from,date_to,"pk","milestone_id","milestone_title",milestone_year,"outcome_description",outcome_target_year
2088,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-662_106","186-122-662","Indicators to monitor the performance of delivery pathways with regard to models (6), to standards including the performance and viability of planting (7), and to evaluate quality and the needs for management (including enrichment) of natural regeneration (8).",2022,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2089,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"186-122-662_61","186-122-662","Indicators to monitor the performance of delivery pathways with regard to models (6), to standards including the performance and viability of planting (7), and to evaluate quality and the needs for management (including enrichment) of natural regeneration (8).",2022,"National governments, extension services and private partners adopt cost-effective and equitable tree planting material delivery pipelines, with appropriate decision-support tools, to supply high quality site-appropriate tree planting material to smallholders and other growers",2022
2090,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-663_106","187-123-663","Comparative analysis of local knowledge, gender roles and policy options across at least three countries and regions",2017,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2091,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-663_61","187-123-663","Comparative analysis of local knowledge, gender roles and policy options across at least three countries and regions",2017,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2092,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-664_106","187-123-664","Return on investment in ecological infrastructure through market based agroforestry demonstrated in at least two countries.",2018,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2093,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-665_61","187-123-665","Negotiation support tools influencing the management of ecosystem service provision bridging field and farm level land use decisions with local landscape impacts in at least three African countries",2019,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2094,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-666_106","187-123-666","Impact analyses of the establishement of co-learning communities of practice in terms of effecting sustainable intensification for at least three countries in Africa, Asia and Latin America",2020,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2095,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-666_61","187-123-666","Impact analyses of the establishement of co-learning communities of practice in terms of effecting sustainable intensification for at least three countries in Africa, Asia and Latin America",2020,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2096,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-667_106","187-123-667","Generalized understanding of how contextual variables affect suitability of tree-based options to improve smallholder livelihoods across large scaling domains in Africa, Asia and Latin America",2021,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
2097,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"187-123-667_61","187-123-667","Generalized understanding of how contextual variables affect suitability of tree-based options to improve smallholder livelihoods across large scaling domains in Africa, Asia and Latin America",2021,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling.",2022
